MonthlyRevenue,MonthlyMinutes,TotalRecurringCharge,DroppedCalls,BlockedCalls,CustomerCareCalls,RoamingCalls,MonthsInService,Handsets,CurrentEquipmentDays,AgeHH1,ChildrenInHH,IncomeGroup,Occupation,MaritalStatus,Homeowner,HasCreditCard,OwnsComputer,Churn,OverageMinutes,PercentChangeMinutes,PercentChangeRevenues,UnansweredCalls,ThreewayCalls,ReceivedCalls,OutboundCalls,InboundCalls,PeakCallsInOut,PeakCallsIn,PeakCallsOut,OffPeakCallsInOut,OffPeakCallsIn,OffPeakCallsOut,DroppedBlockedRate,CallForwardingCalls,CallWaitingCalls,UniqueSubs,ActiveSubs,ServiceArea,HandsetModels,AgeHH2,RetentionCalls,RetentionOffersAccepted,ResponseTime,ServiceAdj,AdjustmentsToCreditRating,DirectorAssistedCalls,TruckOwner,RVOwner,BuysViaMailOrder,RespondsToMailOffers,OptOutMailings,NonUSTravel,NewCellphoneUser,NotNewCellphoneUser,OwnsMotorcycle,MadeCallToRetentionTeam,HandsetRefurbished,HandsetWebCapable,CreditRating
1.0399653999569312,1086.10293767145,21.40997393991494,5,1,1,2,30,4,430,62,4,2,Skilled,Married,Yes,No,Yes,0,183.87122310509014,0.9529705102257955,0.010375375154437982,1,0,13,13,8,10,7,7,1,3,0,0.04168403167911405,1,2,3,1,251,7,0,1,0,0.6039393029515079,9.339080459461314,0,0,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,E
175.1778737579156,652.8804890703451,1.3365933902896634,0,1,5,1,20,1,120,68,0,6,Unskilled,Married,Yes,No,Yes,1,111.9235845986297,0.9545763653705459,0.7172640643879724,1,0,9,19,10,8,5,2,3,1,2,0.012420615959141975,0,0,3,1,432,2,0,0,0,0.2263144256819336,5.246486585158829,0,0,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,C
89.32147716773375,1314.2273003979594,5.8430127801087925,0,1,3,0,19,3,262,67,0,2,Retired,Married,Yes,Yes,No,0,122.91729506109523,-0.2504145376344952,0.36617408377392824,5,1,9,15,11,6,9,6,8,2,2,0.029572382651910846,0,0,3,3,912,2,47,1,0,2.1269196135331576,-4.895718286529888,0,0,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,D
11.93438126244735,202.22526135269086,15.413400733164684,1,2,2,0,55,3,123,62,0,2,Skilled,Married,No,Yes,No,1,35.89543708525365,-0.36544276643593643,0.7115781213274801,2,0,8,8,9,10,3,4,3,2,2,0.002895995100810412,0,1,1,1,501,5,0,1,0,2.6065165158670034,-2.7516108973509024,1,0,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,Yes,C
10.033949437483168,349.7933516782039,16.741151015153676,2,0,1,0,2,4,458,78,1,3,Skilled,Divorced,Yes,Yes,No,0,87.11014559047436,0.028115947834908672,0.841419249408184,2,0,5,11,20,6,5,2,2,4,5,0.12219640050109186,1,0,2,2,170,8,49,2,0,1.3469168569905654,-7.586331363162799,0,0,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,B
10.130571141612853,7.0898610240498945,91.93783344682905,1,1,3,0,71,3,525,39,2,1,Professional,Married,No,Yes,Yes,0,195.46598610332126,0.3847813072201808,-0.41352610743412727,0,0,6,16,8,9,4,3,6,6,4,0.06394737049270653,0,0,2,3,294,5,0,2,0,4.990397142385286,-5.528417022846835,0,0,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,A
18.137686473023855,3.4909520853121165,54.16283195914928,5,2,3,0,46,2,906,36,3,6,Retired,Divorced,No,No,Yes,0,28.446503448394765,0.6750208742531278,0.9460942774254315,3,0,12,9,12,9,10,1,3,2,1,0.005793163679636786,0,1,1,2,960,3,0,0,2,0.027161995058885734,5.961754770554123,1,0,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,D
37.19639154304272,137.30173271966044,143.28427162958732,1,1,0,1,65,2,125,47,4,6,Professional,Single,No,Yes,Yes,0,142.38274594228096,0.4730806521920252,-0.3264968356385336,1,0,8,16,15,10,4,8,3,0,2,0.01553210936570146,0,2,1,2,955,2,0,0,0,0.45525816378071954,-3.7381247693815496,0,0,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,A
28.27685333901683,53.128901905278774,36.55888790365296,2,1,4,0,7,2,913,46,0,5,Retired,Divorced,Yes,Yes,No,0,53.845147655278524,-0.30311663840558634,0.3614348082991774,5,2,9,17,7,11,0,7,8,3,2,0.015812377075789412,0,3,2,2,699,4,0,0,0,12.112749376927715,7.5958003956224545,0,0,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,C
17.211149627697075,150.6953829651113,11.067772099500301,3,1,2,1,33,2,778,43,3,3,Unskilled,Married,Yes,Yes,Yes,0,151.02766731389522,0.6284555981381359,0.2715156157627435,3,0,6,14,11,9,5,4,5,4,4,0.019713705829306646,0,0,1,1,831,9,38,0,0,3.1451926227253333,7.932701749277722,0,1,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,D
47.318543694989934,97.42584271705842,15.879348873851082,1,1,1,1,9,1,456,71,0,7,Retired,Divorced,Yes,No,Yes,0,58.2069048681662,0.08057629231262775,0.45749434137309297,5,0,5,16,14,5,4,5,3,2,1,0.05737282941191005,0,1,2,3,637,1,0,3,0,3.825806676341295,4.521517185430708,0,0,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,A
7.511726436366933,14.467311332979888,15.416848825641654,1,0,8,0,62,3,143,47,0,5,Unskilled,Divorced,No,Yes,No,0,107.67968089196577,-0.388864506191214,0.26731588623467717,1,0,9,20,10,11,5,5,4,3,2,0.18454277219749432,0,0,3,3,571,7,50,0,0,4.1855727417912245,-2.828184749446507,1,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,B
17.275775600120113,1200.1218192592441,15.810354439575383,1,0,2,2,21,3,121,53,0,4,Unskilled,Married,No,Yes,No,0,72.78804489362398,0.5176646543435197,-0.4431180646557705,2,0,17,11,8,7,4,3,8,2,4,0.07440941881722984,0,0,1,1,107,4,0,2,0,2.644179114188223,0.1900073595828662,0,1,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,Yes,E
22.81386091104235,4.128563916787402,44.70742206948848,2,1,4,1,56,2,154,68,1,5,Skilled,Divorced,Yes,Yes,Yes,0,196.16446424399538,-0.19656932253630677,-0.23626884841236612,2,0,11,11,7,12,5,4,4,2,1,0.16183148792905555,0,0,3,2,446,6,0,0,0,7.006868766422259,-0.5964732806787119,0,0,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,D
30.446734392988752,666.0586885229425,30.269722375358835,1,0,2,1,30,4,66,67,2,2,Professional,Single,Yes,Yes,Yes,0,40.833309477915705,-9.752194686241111e-06,0.8521029657513894,4,0,11,17,6,5,3,5,1,2,2,0.09452821590794382,0,1,3,3,132,2,49,0,0,0.978464066308198,-6.7353462831227295,0,0,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,E
76.8968005515456,82.52452667553098,19.47291878433179,2,1,2,1,19,3,789,73,0,2,Retired,Single,No,No,No,1,154.64120990898516,0.9065789825728272,0.7136138170383883,1,1,12,16,10,6,4,4,4,6,1,0.10949222517967942,0,0,3,2,924,1,0,0,0,0.5097914896685449,1.302187210252491,1,0,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,A
11.136793106434514,1216.515607836053,6.457945685620983,2,1,0,1,35,4,250,63,0,1,Professional,Divorced,No,No,Yes,1,138.02648139073898,-0.28235811714276743,0.38394942858262904,1,1,9,16,7,9,6,3,6,0,2,0.07355900654460686,0,0,1,2,679,6,36,1,0,2.276839498796118,3.856342246940665,0,0,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,E
36.10145775165638,1116.5105770513644,0.8955164987545112,4,0,2,2,29,2,968,29,0,2,Unskilled,Single,No,No,Yes,0,26.25387759171389,-0.2886931314218141,-0.08453841689980063,3,0,11,11,9,6,1,4,8,3,2,0.00039316183065844307,0,2,2,2,975,4,29,0,0,3.0373312258781064,5.860983657877966,0,0,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,C
44.875236065488025,530.5154202974863,9.878738844724062,1,0,2,1,34,3,401,37,0,4,Professional,Divorced,Yes,Yes,Yes,0,122.07330632146018,0.1676450361190951,0.3306112735270186,3,0,11,14,9,11,4,3,9,2,4,0.036809357198319154,0,0,3,2,714,3,50,0,0,2.2036209684301125,-1.610828617125728,0,0,No,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,B
2.3781924878204275,557.72789843439,4.547869018815967,3,1,2,0,29,4,880,43,4,7,Unskilled,Married,No,No,No,0,104.94292107192231,-0.09398280024382077,0.2099058283995534,1,0,12,18,8,11,5,1,3,4,1,0.24279609660687335,0,1,2,2,586,2,68,0,0,0.07300257903592151,7.288781565033851,0,0,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,A
46.7666510324805,2.676723062752661,61.56757228086279,3,2,2,0,70,4,880,67,0,2,Unskilled,Married,Yes,Yes,Yes,0,70.59897090179268,0.5128311191856598,0.8587219569855493,4,0,6,18,10,2,2,2,4,4,1,0.11313910538203709,0,0,2,2,784,6,0,2,0,0.11306544458797926,0.2839537864642203,0,0,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,D
9.348062598870822,2095.5896335110365,4.773778263217464,3,0,3,0,58,2,856,42,2,2,Retired,Divorced,No,Yes,No,0,64.70350964516116,0.29306800487270723,-0.33719736455733684,2,1,11,17,6,7,5,4,9,6,5,0.025052496702244118,0,1,3,2,533,8,0,1,1,0.46296903994359623,-8.479482603329467,0,1,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,B
3.363196543965212,1051.181536441418,51.52726808551914,3,0,1,0,16,1,789,39,3,6,Retired,Single,No,No,No,0,85.35001651964285,0.9409953116315548,-0.41008039482177255,2,0,10,19,3,3,1,2,4,4,2,0.06967034502899655,1,0,1,2,880,7,31,1,0,1.7124609461430012,-5.849977351608122,0,0,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,D
148.68438967534655,1127.4035572658502,19.48818501741796,0,1,0,0,6,1,449,53,1,1,Skilled,Married,No,Yes,No,1,38.50935825075401,0.46707727093910156,-0.3633389678245917,0,0,11,9,10,7,4,6,3,10,2,0.14764531591366076,0,2,2,2,352,6,71,0,0,0.5233314229536842,-6.615106676198062,0,0,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,B
168.53151712305862,538.2950882007855,3.048399366932421,0,3,5,0,40,1,344,27,3,5,Unskilled,Single,No,No,No,1,189.97301642315543,0.6090105167859039,0.6788221106564087,0,0,12,13,6,6,2,5,3,2,0,0.008934016911937074,1,0,2,2,369,8,28,1,0,1.8392350779657924,3.8469751803319934,0,0,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,Yes,B
82.61657864064384,211.3973982406577,67.00816468674675,2,0,1,0,53,2,492,69,4,1,Retired,Divorced,No,Yes,No,1,107.903458988694,-0.2254337929642693,0.15482616329147403,1,0,7,18,8,6,4,1,2,2,4,0.06924028302840604,1,0,1,3,146,7,0,2,1,5.334387338222026,-3.733063993535408,0,0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,E
18.164392998437915,1120.5035174646575,34.66485438586779,2,1,0,1,1,3,572,25,0,3,Retired,Married,No,Yes,Yes,0,147.35825712448235,0.0010770786445264413,0.48762900309444857,6,1,10,19,9,11,9,5,1,5,0,0.053868381411561604,0,1,3,1,956,2,0,0,2,2.3673440255566627,6.420400195749242,0,0,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,A
5.138865750125312,172.3145565406814,10.755015303536524,0,2,1,0,63,3,387,27,2,6,Unskilled,Divorced,Yes,No,No,0,151.75048106743526,-0.35581542806284916,-0.38367623235324727,1,0,7,15,8,9,6,6,4,2,2,0.14966002563828198,0,0,3,2,779,2,0,2,0,6.7338972666644,4.715115347468117,1,0,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,D
57.63753815493309,413.5811088804871,90.03052378221847,1,0,1,1,56,2,104,41,1,1,Skilled,Divorced,Yes,No,No,1,16.483679230980506,-0.29587895323548846,-0.26210195774659406,2,1,8,21,10,11,3,4,8,3,0,0.028141685662684535,0,1,2,3,314,6,0,0,0,1.0222598643464664,6.48308280382113,0,1,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,B
29.004542129269918,52.53082035374286,1.8525784327038148,0,0,0,0,6,4,232,45,1,8,Professional,Divorced,Yes,Yes,Yes,0,16.48903114379987,-0.4888612183280692,0.3937026748452358,0,0,19,13,8,11,3,2,7,1,3,0.026789437490055062,0,0,2,1,957,1,0,2,1,0.8916068731416198,-9.073030675351173,0,0,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,No,B
6.507611697722432,1275.2388847856498,9.016826087554545,1,2,7,1,54,2,566,48,4,1,Unskilled,Married,Yes,Yes,No,0,177.0632201758853,-0.43917397395343116,0.6515482692564851,3,1,11,11,13,2,5,7,3,4,6,0.12750358473989135,0,0,2,3,633,1,63,0,0,0.9358584344664977,1.5125509710615486,0,1,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,C
34.177361406707504,75.85958620262026,55.78063102984406,1,0,5,0,35,3,161,54,1,6,Unskilled,Divorced,No,No,Yes,0,102.65923624403004,0.12332673191467225,0.1370653030010961,4,0,15,19,17,10,5,3,4,1,2,0.09981561208108163,0,0,2,1,678,2,72,0,0,3.9032920480421742,9.84958298614373,0,1,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,A
1.7496860721739542,127.37955229836729,49.429263419122535,0,2,2,1,17,1,255,28,2,6,Unskilled,Divorced,No,No,No,0,62.05157113609574,-0.03108604759328637,0.0396567295215402,1,0,12,23,18,14,6,2,9,0,3,0.05548684304923087,0,0,3,2,473,5,36,0,0,0.9015039396548017,-5.123508991526355,0,0,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,E
120.02114436965118,408.3744840772428,13.658602048659812,1,0,4,1,20,2,668,59,3,8,Retired,Divorced,Yes,Yes,Yes,1,7.648832768547864,-0.28460215683038703,-0.012605120536647418,1,0,13,15,11,15,2,2,6,2,3,0.17226358294192826,0,0,2,1,425,6,62,0,0,1.1740541734016325,-4.985936927179065,0,0,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,C
14.972888842034305,722.1588101605378,2.5612739957371655,2,1,5,0,59,1,749,45,0,4,Professional,Single,No,Yes,Yes,0,67.15011618216988,0.29185624877559246,0.7850421605718401,0,0,7,16,10,8,6,7,2,1,1,0.2214993807993438,0,1,2,2,898,4,38,0,1,0.72320493795889,-9.448696490190262,0,1,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,A
54.31278992824902,482.93919602089386,78.09912707919003,5,1,2,0,19,2,206,54,3,3,Skilled,Single,Yes,No,No,0,172.98856872533383,0.4327340123367279,0.4691912148133677,3,0,11,17,10,5,6,3,8,2,1,0.14709780410869577,1,0,2,1,825,7,0,3,0,15.691282121062821,3.249162512610562,0,3,No,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,B
18.677329082881183,132.0699633315606,15.057479501269134,0,0,2,1,13,2,554,18,2,3,Retired,Single,Yes,No,Yes,0,34.05073572606037,0.6028890335107839,-0.1189561416577114,3,0,11,9,13,7,2,3,4,1,1,0.026454002443531296,0,0,1,2,391,4,0,0,0,0.09872771057248274,-3.7037654347276554,0,0,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,A
36.70554479546143,0.4717437359254797,8.711984968874372,0,1,4,0,14,1,29,53,3,7,Retired,Divorced,Yes,Yes,Yes,0,130.89968878152834,0.6203934173990273,0.9170601923569763,2,0,14,17,6,7,4,5,3,4,0,0.01964433927960391,0,0,2,1,258,2,78,0,0,0.2666307686334678,-6.656765817727928,0,0,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,C
39.561189899089875,707.65684988237,29.031924502989213,3,0,3,0,30,3,830,53,0,7,Skilled,Single,No,No,No,0,199.93648579128606,0.15580605394414004,-0.41105307911101147,1,0,12,10,8,6,3,6,3,2,1,0.12785223399972168,0,0,3,3,101,7,67,0,0,0.5694319905389089,-8.732946998639628,0,0,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,C
10.219429975395288,2106.811607377428,96.41892947543965,6,1,2,0,6,3,952,60,4,3,Skilled,Single,Yes,No,No,0,51.316711536898694,0.0090948745077013,0.23285861339201852,0,0,8,18,11,6,5,1,4,1,4,0.08826433797234474,0,0,3,1,174,9,0,0,0,3.6392932104886047,-4.299573130109127,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,A
174.64035663681133,830.1370248934805,1.780927496493144,2,0,4,1,43,4,515,70,1,5,Skilled,Divorced,No,Yes,Yes,1,28.193220752604486,0.5474478889140357,-0.10794654340346987,2,0,5,14,10,11,4,1,6,5,2,0.18132529676856993,0,0,3,3,920,5,0,0,1,0.5382737729934034,-4.638052753878914,0,2,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,E
74.61226885690704,308.2844194299299,58.06389133077104,1,2,5,2,4,4,408,29,2,5,Retired,Divorced,No,No,No,0,6.896727442737904,0.8398407516033288,0.5748706623528774,1,1,10,16,12,6,1,3,5,1,4,0.15889578165209778,0,0,2,1,147,8,0,0,0,0.6671439424032591,9.740698746423803,0,0,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,A
140.25472096457912,1170.4928305544697,33.98953471445571,1,0,7,1,18,4,154,44,3,5,Retired,Married,No,No,Yes,1,126.25526560502689,0.5726985115123977,0.7838080393805729,4,0,6,22,8,11,6,6,1,1,1,0.028233077981414507,0,0,1,1,663,9,0,0,0,4.890883906554714,-8.754238292783128,0,0,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,D
112.60759987670983,263.68729712502596,22.16666462578749,1,1,2,1,18,1,24,66,1,7,Unskilled,Married,No,No,Yes,1,97.17863296712346,0.9553687469136787,-0.08275173301501548,4,0,13,18,14,6,5,6,5,5,1,0.03047389755541761,0,0,2,2,706,4,48,0,0,0.08011899288238203,1.6429221804584593,0,0,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,E
45.55272061916375,372.1508572807055,54.515684746802435,2,0,3,0,6,2,973,28,0,2,Skilled,Married,No,Yes,Yes,0,112.5660985577813,-0.05100292195917494,-0.23319768887060655,2,0,7,17,6,7,4,2,3,2,2,0.0017114079394352339,0,1,1,3,372,2,65,2,0,2.561543571880154,-9.552278881285453,0,0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,D
127.47176896347025,324.2109834599156,135.0497622004345,2,0,2,1,21,2,526,39,3,6,Unskilled,Divorced,Yes,No,No,1,17.430598973986378,0.5047286432503344,0.1431060922621994,0,1,10,18,7,12,2,4,4,8,2,0.441153117779549,0,1,3,1,256,9,0,2,0,1.3380504327002312,4.399643277739232,0,0,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,C
4.6327729476557815,296.7630373235937,10.41337602189686,1,0,4,1,66,1,587,52,2,2,Professional,Single,Yes,No,No,1,114.10812995767141,0.653311160323321,0.7150923964499101,2,0,13,19,12,8,3,2,5,3,2,0.07240674381197756,0,0,3,1,921,6,21,0,1,4.721258440016077,-3.5585303063639344,0,1,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,B
10.906734731563372,746.2515499728831,6.20292123919227,0,1,3,0,21,1,68,70,0,1,Retired,Married,No,No,No,0,153.61376988535767,-0.07080324070962446,0.32762890579181536,3,1,11,15,7,7,4,7,1,5,2,0.15270656170850277,0,1,1,1,252,2,51,0,0,1.770616031707882,3.4566934095496435,0,0,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,B
2.314098284341598,374.085720830075,97.61955331832749,2,2,4,0,12,3,949,35,2,7,Unskilled,Divorced,No,Yes,Yes,0,16.35677212308273,-0.38902584899945414,-0.3790669071461606,3,0,9,18,7,10,6,0,5,1,2,0.1946084099313127,0,1,3,3,993,2,25,0,0,5.434445601098573,4.920689089640504,1,0,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,D
19.67660434015434,190.4231676769794,44.219806148173724,5,2,2,1,40,3,835,71,3,7,Professional,Single,Yes,Yes,Yes,0,49.13394005398206,0.718410387812007,0.7815807028472306,3,0,6,14,14,6,3,1,3,1,3,0.09535980437708896,0,0,1,3,939,7,21,0,0,0.1333428047290763,-0.4121537453825663,0,0,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,D
24.60651458971093,149.30961124881807,23.049142269288986,4,2,3,0,18,2,742,76,3,2,Professional,Single,Yes,Yes,No,0,54.961683854942464,0.4227626607107722,-0.25309543118675565,1,0,10,18,13,4,2,2,3,5,1,0.03217777371154149,0,0,1,3,886,8,0,0,0,2.8850083566603564,-3.6416155301883784,2,0,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,E
15.828022160441286,19.239099265817273,34.06317373943607,1,0,1,1,65,4,699,19,0,7,Skilled,Single,Yes,Yes,No,0,134.58555828885105,0.45646802738369574,0.047048399222529236,2,0,13,19,9,10,2,6,7,5,0,0.1062186555128815,0,0,1,1,249,8,75,0,0,2.820209290609004,5.60825312984111,0,1,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,B
88.22789326204669,437.56859042207253,54.75608430886652,3,0,1,0,25,3,908,66,2,6,Skilled,Single,No,Yes,No,0,24.641113221168666,0.15351359528574682,0.5454733564171517,1,0,10,14,13,6,5,3,7,5,3,0.04267995502225699,0,1,1,2,823,8,56,1,1,1.068879307892156,-9.077979934375318,0,2,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,D
22.061349976493506,130.65732776053915,59.317831772307265,2,1,2,0,20,1,755,62,4,8,Professional,Divorced,Yes,No,Yes,1,123.9709705416108,0.35312452027489893,-0.3247994613901143,2,0,13,14,12,6,6,3,7,3,2,0.03264308974876802,0,1,3,2,124,1,0,0,0,1.693729218166474,-5.121281560860604,2,0,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,E
